Date,Open,High,Low,Close,Volume,OpenInt,Predictions
20150504,41.145,41.32,41.06100000000001,41.273,10042508.0,0.0,41.06937848612774
20150505,41.071000000000005,41.117,40.819,40.846,8822424.0,0.0,41.242995422459664
20150506,40.893,40.95,40.232,40.306999999999995,12869872.0,0.0,40.88931836092765
20150507,40.103,40.269,39.971,40.251,10977234.0,0.0,40.39131607699958
20150508,40.771,41.032,40.679,40.864000000000004,11298829.0,0.0,40.28595325436388
20150511,40.874,40.94,40.455999999999996,40.475,7216000.0,0.0,40.796496309399124
20150512,40.186,40.466,40.139,40.363,6692105.0,0.0,40.49742791195831
20150513,40.760999999999996,40.828,40.418,40.466,9567779.0,0.0,40.3895127979956
20150514,40.65,40.893,40.633,40.846,8169641.0,0.0,40.46058415278262
20150515,40.884,41.273,40.819,41.263999999999996,12362941.0,0.0,40.79572818429264
20150518,41.06100000000001,41.108000000000004,40.846,40.864000000000004,9731487.0,0.0,41.194075154676476
20150519,40.977,40.994,40.855,40.958,8887600.0,0.0,40.890654858412454
20150520,40.81,41.013999999999996,40.696,40.902,10445858.0,0.0,40.95974075311273
20150521,40.633,40.81,40.595,40.78,9856599.0,0.0,40.90711910402226
20150522,40.967,41.023,40.819,40.884,10598089.0,0.0,40.79757831099727
20150526,40.705999999999996,40.705999999999996,40.146,40.279,9419676.0,0.0,40.87714694618132
20150527,40.074,40.428000000000004,39.981,40.381,9474561.0,0.0,40.350788380389545
20150528,39.766999999999996,39.852,39.579,39.814,10193673.0,0.0,40.39551083568934
20150529,39.731,39.777,39.368,39.376999999999995,10277129.0,0.0,39.885453021061814
20150601,39.527,39.561,39.21,39.35,13279339.0,0.0,39.45765156189736
20150602,39.313,39.655,39.256,39.489000000000004,12838625.0,0.0,39.37866197187615
20150603,39.21,39.424,39.171,39.294000000000004,20612534.0,0.0,39.478561161722375
20150604,38.995,39.09,38.671,38.718,11453773.0,0.0,39.31358207201286
20150605,38.466,38.698,38.31,38.529,8991345.0,0.0,38.79742934592356
20150608,38.605,38.632,38.484,38.510999999999996,10226593.0,0.0,38.58020598606352
20150609,38.318000000000005,38.372,38.195,38.233000000000004,10311388.0,0.0,38.527652915697765
20150610,38.652,38.885999999999996,38.605,38.791,8643362.0,0.0,38.27154546821004
20150611,38.641999999999996,38.718,38.494,38.632,8384736.0,0.0,38.73548069161737
20150612,38.661,38.746,38.558,38.641999999999996,13779647.0,0.0,38.6292259287635
20150615,38.223,38.28,38.104,38.251999999999995,10480995.0,0.0,38.64352266789544
20150616,38.178000000000004,38.363,38.104,38.335,7889212.0,0.0,38.300178939147706
20150617,38.318000000000005,38.746,38.111999999999995,38.578,15777137.0,0.0,38.34242896604417
