Date,Open,High,Low,Close,Volume,OpenInt,Predictions
20110323,13.067,13.210999999999999,12.866,13.169,19706217.0,0.0,13.124676623600212
20110324,13.290999999999999,13.43,13.144,13.412,17277195.0,0.0,13.163984519320689
20110325,13.385,13.543,13.335999999999999,13.402999999999999,16043392.0,0.0,13.389636529114048
20110328,13.421,13.51,13.362,13.44,13662177.0,0.0,13.386034239321228
20110329,13.395,13.742,13.352,13.638,19357922.0,0.0,13.423808047377833
20110330,13.725,13.804,13.517000000000001,13.665,13111822.0,0.0,13.610221119099007
20110331,13.679,13.776,13.546,13.572000000000001,13178786.0,0.0,13.641033695860902
20110401,13.708,13.767999999999999,13.43,13.493,14664696.0,0.0,13.560129398098695
20110404,13.51,13.534,13.255999999999998,13.378,24185057.0,0.0,13.48961587075365
20110405,13.385,13.569,13.362,13.493,15868993.0,0.0,13.384040797325914
20110406,13.569,13.767999999999999,13.502,13.682,15367642.0,0.0,13.489055075585371
20110407,13.610999999999999,13.629000000000001,13.238,13.466,20970676.0,0.0,13.66456478680949
20110408,13.517000000000001,13.585999999999999,13.255999999999998,13.3,12172796.0,0.0,13.46860938058052
20110411,13.362,13.378,13.177,13.318,14283966.0,0.0,13.31463675457146
20110412,13.185,13.237,12.932,13.057,19642125.0,0.0,13.328188902261696
20110413,13.118,13.152999999999999,12.875,12.925999999999998,18670824.0,0.0,13.084813492496147
20110414,12.804,12.9,12.737,12.838,22597823.0,0.0,12.957869009748338
20110415,12.884,12.944,12.702,12.788,21910830.0,0.0,12.86981265106325
20110418,12.64,12.684000000000001,12.517000000000001,12.58,22689986.0,0.0,12.816892986273979
20110419,12.571,12.83,12.571,12.692,16282580.0,0.0,12.618535620201158
20110420,13.161,13.412,13.144,13.275,21558964.0,0.0,12.713945685190975
20110421,13.203,13.255999999999998,13.040999999999999,13.247,14760286.0,0.0,13.248212673776864
20110425,13.275,13.3,13.144,13.290999999999999,13017489.0,0.0,13.227967961455807
20110426,13.352,13.561,13.290999999999999,13.561,19105897.0,0.0,13.272644901630294
20110427,13.561,13.873,13.552,13.829,19288938.0,0.0,13.526079589053406
20110428,13.751,13.857000000000001,13.466,13.629000000000001,24983437.0,0.0,13.78117984149046
20110429,13.687999999999999,13.687999999999999,13.431,13.625,33594022.0,0.0,13.606346209106052
20110502,13.335999999999999,13.457,13.118,13.161,27019028.0,0.0,13.60741265042742
20110503,13.16,13.255999999999998,13.057,13.237,19377121.0,0.0,13.182208277705035
20110504,13.787,13.812999999999999,12.917,13.109000000000002,40625833.0,0.0,13.24800388733416
20110505,13.057,13.274000000000001,12.872,12.995,29098844.0,0.0,13.127374786618782
20110506,13.16,13.412,13.16,13.229000000000001,19408447.0,0.0,13.018136076131103
20110509,13.210999999999999,13.23,13.040999999999999,13.067,16833058.0,0.0,13.22957054788032
20110510,13.161,13.177,13.013,13.084000000000001,18682534.0,0.0,13.079711656282475
20110511,13.048,13.091,12.880999999999998,12.959000000000001,19023072.0,0.0,13.09275376638516
20110512,12.97,13.161,12.935,13.109000000000002,20268290.0,0.0,12.97537362764573
20110513,13.048,13.107000000000001,12.835,12.854000000000001,17449562.0,0.0,13.110580795009124
20110516,12.856,12.856,12.595999999999998,12.615,19854826.0,0.0,12.874549208564789
20110517,12.61,12.619000000000002,12.390999999999998,12.435,26921683.0,0.0,12.649311704846314
20110518,12.427,12.636,12.409,12.600999999999999,19824620.0,0.0,12.475698870349065
20110519,12.328,12.600999999999999,12.245,12.452,22103370.0,0.0,12.62059597829438
20110520,12.355,12.478,12.21,12.245,19787039.0,0.0,12.47874027131127
20110523,12.015999999999998,12.102,11.918,11.979000000000001,24277192.0,0.0,12.281758444593502
20110524,12.026,12.094000000000001,11.859000000000002,11.91,28759902.0,0.0,12.02810952084351
20110525,11.657,12.084000000000001,11.606,12.043,31158547.0,0.0,11.953973894413938
20110526,11.970999999999998,11.998,11.725999999999999,11.85,19545885.0,0.0,12.06767822118345
20110527,11.884,11.935,11.717,11.735,19528146.0,0.0,11.884047811211932
20110531,11.831,12.043,11.796,12.043,17955571.0,0.0,11.770551345414699
20110601,11.979000000000001,12.015999999999998,11.429,11.429,47445879.0,0.0,12.047815674549303
20110602,11.404000000000002,11.632,11.404000000000002,11.489,29941833.0,0.0,11.479178650378568
20110603,11.357999999999999,11.489,11.3,11.327,16958293.0,0.0,11.524054389958566
20110606,11.290999999999999,11.404000000000002,11.239,11.265,13198859.0,0.0,11.36688262448677
20110607,11.367,11.571,11.350999999999999,11.385,21908386.0,0.0,11.301138959397827
20110608,11.327,11.350999999999999,11.089,11.123,17599384.0,0.0,11.404445389098635
20110609,11.123,11.357999999999999,11.123,11.167,20462997.0,0.0,11.158119852822233
20110610,11.132,11.167,10.862,10.993,18592630.0,0.0,11.191372015595759
20110613,11.052999999999999,11.089,10.834000000000001,10.908,12937077.0,0.0,11.025354392119516
20110614,11.001,11.210999999999999,10.984000000000002,11.097000000000001,20178623.0,0.0,10.939927014971442
20110615,11.001,11.158,10.924000000000001,10.984000000000002,19188338.0,0.0,11.107901275620994
20110616,10.985,11.027000000000001,10.799000000000001,10.89,17346477.0,0.0,11.001128640138216
20110617,11.01,11.026,10.715,10.844000000000001,17769758.0,0.0,10.910605000855563
20110620,10.825,10.984000000000002,10.79,10.844000000000001,17773372.0,0.0,10.863718991217148
20110621,10.899000000000001,11.15,10.834000000000001,11.08,14207919.0,0.0,10.85954491140514
20110622,11.062000000000001,11.140999999999998,10.993,10.993,11325645.0,0.0,11.074423132079463
20110623,10.89,11.175999999999998,10.774000000000001,11.15,19455968.0,0.0,10.995176982458622
20110624,11.132,11.15,10.825,10.834000000000001,38996952.0,0.0,11.139849294338502
20110627,10.825,11.140999999999998,10.765999999999998,11.062000000000001,20416960.0,0.0,10.849890736124435
20110628,11.08,11.123,10.940999999999999,11.106,14075745.0,0.0,11.057280692215635
20110629,11.140999999999998,11.185,11.001,11.071,15870658.0,0.0,11.098950731957922
20110630,11.107000000000001,11.427,11.107000000000001,11.363,21001567.0,0.0,11.068090834861152
20110701,11.394,11.632,11.255999999999998,11.615,13360688.0,0.0,11.338617666025371
20110705,11.606,11.624,11.357999999999999,11.437999999999999,14662898.0,0.0,11.576733147905273
20110706,11.389000000000001,11.433,11.213,11.398,15661948.0,0.0,11.421204008677318
20110707,11.463,11.814,11.463,11.744000000000002,18451730.0,0.0,11.387782083369324
20110708,11.552,11.632,11.357999999999999,11.447000000000001,16817618.0,0.0,11.709781517437378
20110711,11.337,11.753,11.290999999999999,11.345,22378951.0,0.0,11.442482216486415
20110712,11.247,11.255999999999998,10.940999999999999,11.044,32335456.0,0.0,11.349154111721042
20110713,11.097000000000001,11.123,10.844000000000001,10.872,24550028.0,0.0,11.070037594710458
20110714,10.89,11.044,10.696,10.722999999999999,26348482.0,0.0,10.90552619385696
20110715,10.715,10.915,10.642999999999999,10.880999999999998,22911315.0,0.0,10.760689035526473
20110718,10.815999999999999,10.95,10.687000000000001,10.749,22956995.0,0.0,10.898790045855737
20110719,10.834000000000001,11.116,10.825,11.064,14878812.0,0.0,10.773005196134859
20110720,11.08,11.175999999999998,10.984000000000002,11.089,15353502.0,0.0,11.059122834587331
20110721,11.106,11.350999999999999,10.993,11.3,16328697.0,0.0,11.083263904205488
20110722,11.345,11.543,11.265,11.489,19985511.0,0.0,11.279529029963005
20110725,11.350999999999999,11.535,11.290999999999999,11.447000000000001,13781096.0,0.0,11.458577340081877
20110726,11.467,11.593,11.417,11.450999999999999,11673338.0,0.0,11.426173083503762
20110727,11.337,11.350999999999999,11.01,11.044,24199872.0,0.0,11.434268149429297
20110728,11.027000000000001,11.107999999999999,10.807,10.908,18158160.0,0.0,11.06156068288708
20110729,10.797,10.967,10.692,10.764000000000001,23676559.0,0.0,10.932126440785787
20110801,10.908,11.01,10.591,10.774000000000001,19215976.0,0.0,10.793907780123837
20110802,10.695,10.704,10.501,10.555,20656464.0,0.0,10.796842317502415
20110803,10.557,10.696,10.382,10.669,22333809.0,0.0,10.589554835291791
20110804,10.491,10.501,10.033999999999999,10.033999999999999,33409447.0,0.0,10.687660343496361
20110805,10.219,10.422,9.701,9.999,36606336.0,0.0,10.096639465547945
20110808,9.727,10.049,9.619,9.692,39937229.0,0.0,10.05103742224803
20110809,9.786,10.014,9.4821,9.996,39209364.0,0.0,9.756137577856215
20110810,9.786,10.119,9.692,9.829,39632034.0,0.0,10.023713455628908
20110811,9.902000000000001,10.373,9.812000000000001,10.242,34359910.0,0.0,9.863431758175974
20110812,10.272,10.439,10.087,10.141,18849111.0,0.0,10.238043345978166
20110815,10.162,10.373,10.119,10.373,12531073.0,0.0,10.145488213064866
20110816,10.224,10.373,10.067,10.206,15268448.0,0.0,10.359046300198305
20110817,10.21,10.439,10.043,10.158,12218096.0,0.0,10.207587750706645
20110818,9.849,9.877,9.508,9.602,20432748.0,0.0,10.162875279950432
20110819,9.499,9.771,9.435,9.4528,18443457.0,0.0,9.647812608611986
20110822,9.664,9.719,9.4449,9.49,15428324.0,0.0,9.500174958634508
20110823,9.4449,9.999,9.435,9.999,18465691.0,0.0,9.524558512497622
20110824,9.999,9.999,9.674,9.93,18902021.0,0.0,9.987866284330499
20110825,9.4801,9.692,9.435,9.4449,24628590.0,0.0,9.926422211046617
20110826,9.435,9.674,9.2785,9.664,17254857.0,0.0,9.478714671494815
20110829,9.786,10.043,9.762,10.016,12514207.0,0.0,9.674115555757195
20110830,9.948,10.122,9.886000000000001,10.052,16369182.0,0.0,9.997380107630702
20110831,10.16,10.238999999999999,9.921,9.963,16798544.0,0.0,10.03459493199076
